food_id,source,usda_food_id,name_zh,name_en,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,gi,gi_level,gi_source,gi_match_note,category,translation_note
foundation_2263888,foundation_food,2263888,覆盆子，生,"Raspberries, raw",1.01,0.19,12.9,,,,,Foundation Foods,
foundation_2263889,foundation_food,2263889,蓝莓，生,"Blueberries, raw",0.7,0.31,14.57,,,,,Foundation Foods,
foundation_2263890,foundation_food,2263890,红葡萄，无籽，生,"Grapes, red, seedless, raw",0.91,0.16,20.2,,,,,Foundation Foods,
foundation_2263891,foundation_food,2263891,绿葡萄，无籽，生,"Grapes, green, seedless, raw",0.9,0.23,18.6,,,,,Foundation Foods,
foundation_2263892,foundation_food,2263892,无糖苹果酱，添加维生素C,"Applesauce, unsweetened, with added vitamin C",0.27,0.16,12.26,,,,,Foundation Foods,
foundation_2346384,foundation_food,2346384,乡村奶酪，全脂，大凝乳或小凝乳,"Cottage cheese, full fat, large or small curd",11.62,4.22,4.6,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2346385,foundation_food,2346385,奶油奶酪，全脂，块状,"Cream cheese, full fat, block",5.79,33.49,4.56,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2346386,foundation_food,2346386,浓奶油,"Cream, heavy",2.02,35.56,3.8,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2346387,foundation_food,2346387,酸奶油，全脂,"Cream, sour, full fat",3.07,17.99,5.56,,,,,Foundation Foods,
foundation_2346388,foundation_food,2346388,卷心莴苣，生,"Lettuce, iceberg, raw",0.74,0.07,3.37,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2346389,foundation_food,2346389,罗马生菜，绿色，生,"Lettuce, romaine, green, raw",0.98,0.07,4.06,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2346390,foundation_food,2346390,红叶生菜，生,"Lettuce, leaf, red, raw",0.88,0.11,3.26,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2346391,foundation_food,2346391,绿叶生菜，生,"Lettuce, leaf, green, raw",1.09,0.16,4.07,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2346392,foundation_food,2346392,松子，生,"Nuts, pine nuts, raw",15.7,61.27,18.59,,,,,Foundation Foods,
foundation_2346393,foundation_food,2346393,杏仁，整粒，生,"Nuts, almonds, whole, raw",21.45,51.09,20.03,,,,,Foundation Foods,
foundation_2346394,foundation_food,2346394,英式核桃半粒，生,"Nuts, walnuts, English, halves, raw",14.56,69.74,10.91,,,,,Foundation Foods,
foundation_2346395,foundation_food,2346395,碧根果半粒，生,"Nuts, pecans, halves, raw",9.96,73.28,12.7,,,,,Foundation Foods,
foundation_2346396,foundation_food,2346396,传统燕麦片，全谷物，压片,"Oats, whole grain, rolled, old fashioned",13.5,5.89,68.66,,,,,Foundation Foods,
foundation_2346397,foundation_food,2346397,钢切燕麦，全谷物,"Oats, whole grain, steel cut",12.51,5.8,69.75,,,,,Foundation Foods,
foundation_2346398,foundation_food,2346398,菠萝，生,"Pineapple, raw",0.46,0.21,14.09,,,,,Foundation Foods,
foundation_2346399,foundation_food,2346399,甜樱桃，深红色，生,"Cherries, sweet, dark red, raw",1.04,0.19,16.16,,,,,Foundation Foods,
foundation_2346400,foundation_food,2346400,四季豆，生,"Beans, snap, green, raw",1.97,0.28,7.41,,,,,Foundation Foods,
foundation_2346401,foundation_food,2346401,褐皮马铃薯，去皮，生,"Potatoes, russet, without skin, raw",2.27,0.36,17.77,,,,,Foundation Foods,
foundation_2346402,foundation_food,2346402,红皮马铃薯，去皮，生,"Potatoes, red, without skin, raw",2.06,0.25,16.27,,,,,Foundation Foods,
foundation_2346403,foundation_food,2346403,金色马铃薯，去皮，生,"Potatoes, gold, without skin, raw",1.81,0.26,15.96,,,,,Foundation Foods,
foundation_2346404,foundation_food,2346404,橙肉红薯，去皮，生,"Sweet potatoes, orange flesh, without skin, raw",1.58,0.38,17.33,,,,,Foundation Foods,
foundation_2346405,foundation_food,2346405,西芹，生,"Celery, raw",0.49,0.16,3.32,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2346406,foundation_food,2346406,黄瓜，带皮，生,"Cucumber, with peel, raw",0.62,0.18,2.95,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2346407,foundation_food,2346407,绿甘蓝，生,"Cabbage, green, raw",0.96,0.23,6.38,,,,,Foundation Foods,
foundation_2346408,foundation_food,2346408,紫甘蓝，生,"Cabbage, red, raw",1.24,0.21,6.79,,,,,Foundation Foods,
foundation_2512371,foundation_food,2512371,苋麦粉,"Flour, amaranth",13.21,6.24,68.78,,,,,Foundation Foods,
foundation_2512372,foundation_food,2512372,藜麦粉,"Flour, quinoa",11.92,6.6,69.52,,,,,Foundation Foods,
foundation_2512373,foundation_food,2512373,高粱粉,"Flour, sorghum",8.27,3.59,77.39,,,,,Foundation Foods,
foundation_2512374,foundation_food,2512374,荞麦粉,"Flour, buckwheat",8.88,2.48,75.02,,,,,Foundation Foods,
foundation_2512375,foundation_food,2512375,黑麦粉,"Flour, rye",8.4,1.91,77.16,,,,,Foundation Foods,
foundation_2512376,foundation_food,2512376,大麦粉,"Flour, barley",8.72,2.45,77.4,,,,,Foundation Foods,
foundation_2512377,foundation_food,2512377,木薯粉,"Flour, cassava",0.92,0.49,87.31,,,,,Foundation Foods,
foundation_2512378,foundation_food,2512378,荞麦，全谷物,"Buckwheat, whole grain",11.07,3.04,71.13,,,,,Foundation Foods,
foundation_2512379,foundation_food,2512379,小米，全谷物,"Millet, whole grain",10.02,4.19,74.45,,,,,Foundation Foods,
foundation_2512380,foundation_food,2512380,糙米，长粒，未强化，生,"Rice, brown, long grain, unenriched, raw",7.25,3.31,76.69,,,,,Foundation Foods,
foundation_2512381,foundation_food,2512381,白米，长粒，未强化，生,"Rice, white, long grain, unenriched, raw",7.04,1.03,80.31,,,,,Foundation Foods,
foundation_2514743,foundation_food,2514743,牛绞肉，90%瘦肉/10%脂肪，生,"Beef, ground, 90% lean meat / 10% fat, raw",18.16,12.85,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2514744,foundation_food,2514744,牛绞肉，80%瘦肉/20%脂肪，生,"Beef, ground, 80% lean meat / 20% fat, raw",17.53,19.44,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2514745,foundation_food,2514745,猪绞肉，生,"Pork, ground, raw",17.81,17.49,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2514746,foundation_food,2514746,鸡绞肉，含添加物，生,"Chicken, ground, with additives, raw",17.91,7.16,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2514747,foundation_food,2514747,火鸡绞肉，93%瘦肉/7%脂肪，生,"Turkey, ground, 93% lean/ 7% fat, raw",17.34,9.59,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2515373,foundation_food,2515373,巴西坚果，生,"Nuts, brazilnuts, raw",15.04,57.43,21.64,,,,,Foundation Foods,
foundation_2515374,foundation_food,2515374,腰果，生,"Nuts, cashew nuts, raw",17.44,38.86,36.29,,,,,Foundation Foods,
foundation_2515375,foundation_food,2515375,榛子，生,"Nuts, hazelnuts or filberts, raw",13.49,53.49,26.5,,,,,Foundation Foods,
foundation_2515376,foundation_food,2515376,花生，生,"Peanuts, raw",23.2,43.28,26.5,,,,,Foundation Foods,
foundation_2515377,foundation_food,2515377,栗子粉,"Flour, chestnut",5.29,4.64,80.45,,,,,Foundation Foods,
foundation_2515378,foundation_food,2515378,夏威夷果，生,"Nuts, macadamia nuts, raw",7.79,64.93,24.09,,,,,Foundation Foods,
foundation_2515379,foundation_food,2515379,开心果，生,"Nuts, pistachio nuts, raw",20.51,45.02,27.69,,,,,Foundation Foods,
foundation_2515380,foundation_food,2515380,南瓜籽，生,"Seeds, pumpkin seeds (pepitas), raw",29.91,40.03,18.68,,,,,Foundation Foods,
foundation_2515381,foundation_food,2515381,葵花籽仁，生,"Seeds, sunflower seed, kernel, raw",18.87,48.44,24.5,,,,,Foundation Foods,
foundation_2515382,foundation_food,2515382,椰子粉,"Flour, coconut",16.14,15.28,58.9,,,,,Foundation Foods,
foundation_2644281,foundation_food,2644281,白芸豆，干,"Beans, cannellini, dry",21.56,2.2,59.8,,,,,Foundation Foods,
foundation_2644282,foundation_food,2644282,鹰嘴豆，干,"Chickpeas, (garbanzo beans, bengal gram), dry",21.28,6.27,60.36,,,,,Foundation Foods,
foundation_2644283,foundation_food,2644283,扁豆，干,"Lentils, dry",23.57,1.92,62.17,,,,,Foundation Foods,
foundation_2644284,foundation_food,2644284,黑眼豆，干,"Blackeye pea, dry",21.22,2.42,61.84,,,,,Foundation Foods,
foundation_2644285,foundation_food,2644285,黑豆罐头，加钠，沥干并冲洗,"Beans, black, canned, sodium added, drained and rinsed",6.91,1.27,19.81,,,,,Foundation Foods,
foundation_2644286,foundation_food,2644286,海军豆罐头，加钠，沥干并冲洗,"Beans, navy, canned, sodium added, drained and rinsed",6.57,1.4,19.98,,,,,Foundation Foods,
foundation_2644287,foundation_food,2644287,白芸豆罐头，加钠，沥干并冲洗,"Beans, cannellini, canned, sodium added, drained and rinsed",7.41,1.17,18.82,,,,,Foundation Foods,
foundation_2644288,foundation_food,2644288,鹰嘴豆罐头，加钠，沥干并冲洗,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",7.02,3.1,20.32,,,,,Foundation Foods,
foundation_2644289,foundation_food,2644289,深红腰豆罐头，加钠加糖，沥干并冲洗,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",7.8,1.26,21.03,,,,,Foundation Foods,
foundation_2644290,foundation_food,2644290,浅红腰豆罐头，加钠加糖，沥干并冲洗,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",7.31,1.3,21.45,,,,,Foundation Foods,
foundation_2644291,foundation_food,2644291,甜青豆罐头，加钠加糖，沥干并冲洗,"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",4.73,1.15,12.71,,,,,Foundation Foods,
foundation_2644292,foundation_food,2644292,斑豆罐头，加钠，沥干并冲洗,"Beans, pinto, canned, sodium added, drained and rinsed",6.69,1.27,19.6,,,,,Foundation Foods,
foundation_2644293,foundation_food,2644293,黑眼豆罐头，加钠，沥干并冲洗,"Blackeye pea, canned, sodium added, drained and rinsed",6.92,1.3,19.17,,,,,Foundation Foods,
foundation_2644294,foundation_food,2644294,大白豆罐头，加钠，沥干并冲洗,"Beans, great northern, canned, sodium added, drained and rinsed",7.03,1.27,19.33,,,,,Foundation Foods,
foundation_2646168,foundation_food,2646168,猪里脊肉，去骨，生,"Pork, loin, boneless, raw",21.12,9.47,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2646169,foundation_food,2646169,猪小里脊，去骨，生,"Pork, loin, tenderloin, boneless, raw",21.58,3.9,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2646170,foundation_food,2646170,鸡胸肉，去骨去皮，生,"Chicken, breast, boneless, skinless, raw",22.52,1.93,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2646171,foundation_food,2646171,鸡腿肉，去骨去皮，生,"Chicken, thigh, boneless, skinless, raw",18.61,7.92,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2646172,foundation_food,2646172,牛肋眼牛排，去骨，Choice等级，生,"Beef, ribeye, steak, boneless, choice, raw",18.74,20.04,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2646173,foundation_food,2646173,牛上后腿圆肉，去骨，Choice等级，生,"Beef, round, top round, boneless, choice, raw",21.48,5.7,0.85,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2646174,foundation_food,2646174,牛肩肉烤块，去骨，Choice等级，生,"Beef, chuck, roast, boneless, choice, raw",18.4,17.8,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2646175,foundation_food,2646175,牛腹肉牛排，去骨，Choice等级，生,"Beef, flank, steak, boneless, choice, raw",20.13,9.4,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2647437,foundation_food,2647437,原味酸奶，脱脂,"Yogurt, plain, nonfat",4.23,0.09,8.08,,,,,Foundation Foods,
foundation_2647438,foundation_food,2647438,蒙特利杰克奶酪，块状,"Cheese, monterey jack, solid",22.62,32.63,1.9,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2647439,foundation_food,2647439,美式加工奶酪食品或产品，单片装,"Cheese, pasteurized process cheese food or product, American, singles",15.57,23.86,8.19,,,,,Foundation Foods,
foundation_2647440,foundation_food,2647440,普罗沃洛奶酪，切片,"Cheese, provolone, sliced",23.45,28.13,2.45,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2647441,foundation_food,2647441,瓦哈卡奶酪，块状,"Cheese, oaxaca, solid",22.14,22.1,2.4,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2647442,foundation_food,2647442,新鲜白奶酪，块状,"Cheese, queso fresco, solid",18.88,23.36,2.96,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2647443,foundation_food,2647443,科蒂哈奶酪，块状,"Cheese, cotija, solid",23.84,27.24,2.72,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2684440,foundation_food,2684440,红鲑，野生捕捞，生,"Fish, salmon, sockeye, wild caught, raw",22.3,4.94,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2684441,foundation_food,2684441,大西洋三文鱼，养殖，生,"Fish, salmon, Atlantic, farm raised, raw",20.32,13.11,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2684442,foundation_food,2684442,罗非鱼，养殖，生,"Fish, tilapia, farm raised, raw",19.0,2.48,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2684443,foundation_food,2684443,甲壳类，虾，养殖，生,"Crustaceans, shrimp, farm raised, raw",15.57,0.8,0.48,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2684444,foundation_food,2684444,大西洋鳕鱼，野生捕捞，生,"Fish, cod, Atlantic, wild caught, raw",16.07,0.67,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2684445,foundation_food,2684445,鲶鱼，养殖，生,"Fish, catfish, farm raised, raw",16.47,7.31,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2684446,foundation_food,2684446,甲壳类，蓝泳蟹蟹肉，块状，巴氏杀菌，冷藏,"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",18.65,0.81,0.0,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2685568,foundation_food,2685568,夏南瓜，绿色，西葫芦，带皮，生,"Squash, summer, green, zucchini, includes skin, raw",0.98,0.2,3.27,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2685569,foundation_food,2685569,夏南瓜，黄色，带皮，生,"Squash, summer, yellow, includes skin, raw",0.89,0.14,4.39,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2685570,foundation_food,2685570,冬南瓜，奶油南瓜，生,"Squash, winter, butternut, raw",1.15,0.17,10.51,,,,,Foundation Foods,
foundation_2685571,foundation_food,2685571,冬南瓜，橡果南瓜，生,"Squash, winter, acorn, raw",1.25,0.18,10.48,,,,,Foundation Foods,
foundation_2685572,foundation_food,2685572,小白菜，生,"Cabbage, bok choy, raw",1.02,0.23,3.51,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2685573,foundation_food,2685573,花椰菜，生,"Cauliflower, raw",1.64,0.24,4.72,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2685574,foundation_food,2685574,羽衣甘蓝叶，生,"Collards, raw",2.97,0.77,7.02,,,,,Foundation Foods,
foundation_2685575,foundation_food,2685575,孢子甘蓝，生,"Brussels sprouts, raw",3.98,0.56,9.62,,,,,Foundation Foods,
foundation_2685576,foundation_food,2685576,甜菜根，生,"Beets, raw",1.69,0.3,8.79,,,,,Foundation Foods,
foundation_2685577,foundation_food,2685577,茄子，生,"Eggplant, raw",0.85,0.12,5.4,,,,,Foundation Foods,
foundation_2685578,foundation_food,2685578,整番茄罐头，固形物和液体，加盐,"Tomatoes, whole, canned, solids and liquids, with salt added",0.87,0.21,4.29,N/A,N/A,,N/A - 碳水低于 5g/100g，通常不需要 GI,Foundation Foods,
foundation_2685579,foundation_food,2685579,番茄酱罐头，加盐,"Tomato, sauce, canned, with salt added",1.35,0.38,6.33,,,,,Foundation Foods,
foundation_2685580,foundation_food,2685580,番茄膏罐头，不加盐,"Tomato, paste, canned, without salt added",4.23,0.73,20.19,,,,,Foundation Foods,
foundation_2685581,foundation_food,2685581,碎番茄罐头,"Tomatoes, crushed, canned",1.44,0.4,7.14,,,,,Foundation Foods,
foundation_2685582,foundation_food,2685582,番茄泥罐头,"Tomato, puree, canned",1.58,0.26,8.04,,,,,Foundation Foods,
foundation_2710815,foundation_food,2710815,杏，带皮，生,"Apricot, with skin, raw",0.96,0.4,10.24,,,,,Foundation Foods,
foundation_2710816,foundation_food,2710816,蜜瓜，生,"Melons, honeydew, raw",0.53,0.22,8.15,,,,,Foundation Foods,
foundation_2710817,foundation_food,2710817,大蕉，成熟，生,"Plantains, ripe, raw",1.16,0.89,30.95,,,,,Foundation Foods,
foundation_2710818,foundation_food,2710818,大蕉，未熟，生,"Plantains, underripe, raw",1.23,0.68,33.59,,,,,Foundation Foods,
foundation_2710819,foundation_food,2710819,奇亚籽，干，生,"Chia seeds, dry, raw",17.01,32.89,38.27,,,,,Foundation Foods,
foundation_2710820,foundation_food,2710820,布格麦，干，生,"Bulgur, dry, raw",11.76,2.42,75.88,,,,,Foundation Foods,
foundation_2710821,foundation_food,2710821,野米，干，生,"Wild rice, dry, raw",12.79,1.7,75.67,,,,,Foundation Foods,
foundation_2710822,foundation_food,2710822,芝麻菜，嫩叶，生,"Arugula, baby, raw",1.65,0.32,5.37,,,,,Foundation Foods,
